# t x y z qx qy qz qw
6.639994 0.666264 0.004900 0.330961 -0.523912 0.579779 -0.452622 0.429541
6.649994 0.666152 0.004149 0.330912 -0.523642 0.580058 -0.452652 0.429462
6.659994 0.666020 0.003343 0.330838 -0.523363 0.580359 -0.452675 0.429373
6.669994 0.665890 0.002619 0.330754 -0.523116 0.580636 -0.452696 0.429277
6.679994 0.665758 0.001959 0.330657 -0.522897 0.580896 -0.452694 0.429192
6.689994 0.665644 0.001478 0.330558 -0.522757 0.581088 -0.452656 0.429144
6.699994 0.665542 0.001049 0.330475 -0.522628 0.581257 -0.452627 0.429104
6.709994 0.665428 0.000594 0.330385 -0.522484 0.581443 -0.452608 0.429046
6.719994 0.665320 0.000229 0.330289 -0.522388 0.581591 -0.452553 0.429020
6.729994 0.665222 -0.000056 0.330190 -0.522323 0.581711 -0.452494 0.428998
6.739994 0.665134 -0.000319 0.330096 -0.522259 0.581830 -0.452449 0.428964
6.749994 0.665070 -0.000507 0.330025 -0.522211 0.581918 -0.452414 0.428939
6.759994 0.664961 -0.000814 0.329899 -0.522136 0.582066 -0.452370 0.428876
6.769994 0.664879 -0.001012 0.329795 -0.522094 0.582171 -0.452338 0.428819
6.779994 0.664775 -0.001196 0.329635 -0.522069 0.582296 -0.452283 0.428737
6.789994 0.664685 -0.001329 0.329489 -0.522058 0.582400 -0.452240 0.428655
6.799994 0.664577 -0.001435 0.329297 -0.522066 0.582515 -0.452186 0.428547
6.809994 0.664459 -0.001508 0.329072 -0.522103 0.582627 -0.452114 0.428425
6.819993 0.664328 -0.001572 0.328817 -0.522150 0.582749 -0.452024 0.428297
6.829993 0.664184 -0.001625 0.328540 -0.522215 0.582868 -0.451925 0.428159
6.839993 0.664040 -0.001696 0.328264 -0.522284 0.582983 -0.451834 0.428013
6.849993 0.663876 -0.001776 0.327951 -0.522362 0.583116 -0.451733 0.427845
6.859993 0.663726 -0.001838 0.327662 -0.522421 0.583250 -0.451628 0.427701
6.869993 0.663572 -0.001905 0.327367 -0.522476 0.583389 -0.451523 0.427554
6.879993 0.663428 -0.001972 0.327092 -0.522529 0.583516 -0.451430 0.427416
6.889993 0.663284 -0.002044 0.326822 -0.522586 0.583638 -0.451343 0.427271
6.899993 0.663151 -0.002118 0.326578 -0.522647 0.583741 -0.451271 0.427131
6.909993 0.663006 -0.002206 0.326308 -0.522719 0.583851 -0.451190 0.426978
6.919993 0.662892 -0.002306 0.326095 -0.522759 0.583953 -0.451137 0.426846
6.929993 0.662773 -0.002432 0.325875 -0.522790 0.584068 -0.451087 0.426702
6.939993 0.662641 -0.002623 0.325639 -0.522801 0.584211 -0.451054 0.426529
6.949993 0.662508 -0.002868 0.325405 -0.522799 0.584365 -0.451043 0.426333
6.959993 0.662392 -0.003142 0.325208 -0.522777 0.584513 -0.451060 0.426139
6.969993 0.662249 -0.003556 0.324969 -0.522733 0.584705 -0.451115 0.425870
6.979993 0.662107 -0.004041 0.324742 -0.522666 0.584905 -0.451211 0.425576
6.989993 0.661976 -0.004563 0.324546 -0.522586 0.585097 -0.451336 0.425278
6.999993 0.661825 -0.005191 0.324325 -0.522488 0.585325 -0.451484 0.424926
7.009993 0.661665 -0.005895 0.324096 -0.522360 0.585584 -0.451653 0.424548
7.019993 0.661543 -0.006490 0.323922 -0.522221 0.585812 -0.451800 0.424249
7.029993 0.661373 -0.007363 0.323669 -0.521965 0.586195 -0.451988 0.423835
7.039993 0.661241 -0.008092 0.323478 -0.521717 0.586532 -0.452139 0.423512
7.049993 0.661112 -0.008892 0.323306 -0.521424 0.586894 -0.452318 0.423180
7.059993 0.660991 -0.009582 0.323152 -0.521182 0.587209 -0.452465 0.422885
7.069993 0.660855 -0.010416 0.322997 -0.520876 0.587579 -0.452654 0.422544
7.079993 0.660738 -0.011179 0.322870 -0.520595 0.587911 -0.452825 0.422245
7.089993 0.660616 -0.011964 0.322749 -0.520300 0.588257 -0.453002 0.421937
7.099993 0.660508 -0.012712 0.322654 -0.520023 0.588569 -0.453182 0.421651
7.109993 0.660401 -0.013512 0.322580 -0.519730 0.588882 -0.453382 0.421360
7.119993 0.660269 -0.014484 0.322516 -0.519414 0.589214 -0.453606 0.421043
7.129993 0.660142 -0.015471 0.322487 -0.519113 0.589510 -0.453806 0.420784
7.139993 0.659998 -0.016618 0.322470 -0.518782 0.589829 -0.454025 0.420509
7.149993 0.659843 -0.017888 0.322463 -0.518433 0.590159 -0.454246 0.420239
7.159993 0.659658 -0.019390 0.322472 -0.518028 0.590531 -0.454449 0.419996
7.169993 0.659494 -0.020613 0.322494 -0.517741 0.590787 -0.454515 0.419918
7.179993 0.659321 -0.021967 0.322566 -0.517425 0.591031 -0.454546 0.419930
7.189993 0.659145 -0.023483 0.322660 -0.516947 0.591406 -0.454666 0.419861
7.199993 0.658968 -0.024956 0.322717 -0.516446 0.591820 -0.454783 0.419768
7.209993 0.658793 -0.026294 0.322789 -0.516023 0.592159 -0.454727 0.419871
7.219993 0.658643 -0.027260 0.322872 -0.515831 0.592282 -0.454437 0.420247
7.229993 0.658462 -0.028465 0.322988 -0.515506 0.592489 -0.454261 0.420543
7.239993 0.658301 -0.029706 0.323094 -0.515081 0.592791 -0.454245 0.420657
7.249993 0.658126 -0.031080 0.323180 -0.514586 0.593174 -0.454247 0.420720
7.259993 0.657961 -0.032385 0.323256 -0.514106 0.593544 -0.454267 0.420765
7.269993 0.657816 -0.033615 0.323355 -0.513609 0.593914 -0.454394 0.420711
7.279993 0.657675 -0.034780 0.323407 -0.513109 0.594319 -0.454562 0.420568
7.289993 0.657505 -0.036038 0.323414 -0.512568 0.594785 -0.454762 0.420352
7.299993 0.657343 -0.037130 0.323401 -0.512089 0.595209 -0.454974 0.420107
7.309993 0.657174 -0.038202 0.323369 -0.511606 0.595650 -0.455189 0.419838
7.319993 0.657000 -0.039185 0.323300 -0.511172 0.596069 -0.455363 0.419581
7.329993 0.656826 -0.040107 0.323213 -0.510772 0.596473 -0.455531 0.419312
7.339993 0.656675 -0.040822 0.323105 -0.510462 0.596810 -0.455643 0.419089
7.349993 0.656522 -0.041503 0.322981 -0.510166 0.597143 -0.455743 0.418866
7.359993 0.656371 -0.042165 0.322862 -0.509872 0.597473 -0.455861 0.418626
7.369993 0.656222 -0.042791 0.322734 -0.509592 0.597794 -0.455972 0.418387
7.379993 0.656088 -0.043270 0.322597 -0.509387 0.598056 -0.456038 0.418190
7.389993 0.655967 -0.043678 0.322475 -0.509218 0.598278 -0.456097 0.418013
7.399993 0.655853 -0.044034 0.322352 -0.509080 0.598475 -0.456145 0.417848
7.409993 0.655754 -0.044322 0.322233 -0.508973 0.598641 -0.456174 0.417709
7.419993 0.655652 -0.044600 0.322100 -0.508876 0.598808 -0.456197 0.417564
7.429993 0.655566 -0.044793 0.321977 -0.508817 0.598935 -0.456200 0.417449
7.439993 0.655477 -0.044954 0.321838 -0.508774 0.599059 -0.456186 0.417339
7.449993 0.655388 -0.045057 0.321684 -0.508761 0.599166 -0.456151 0.417240
7.459993 0.655301 -0.045112 0.321532 -0.508772 0.599250 -0.456102 0.417159
7.469993 0.655191 -0.045146 0.321325 -0.508805 0.599351 -0.456021 0.417063
7.479993 0.655095 -0.045155 0.321143 -0.508845 0.599431 -0.455942 0.416984
7.489993 0.654984 -0.045167 0.320937 -0.508889 0.599522 -0.455855 0.416894
7.499993 0.654867 -0.045192 0.320723 -0.508931 0.599621 -0.455769 0.416797
7.509993 0.654767 -0.045220 0.320540 -0.508964 0.599707 -0.455696 0.416712
7.519993 0.654668 -0.045235 0.320357 -0.509002 0.599789 -0.455619 0.416631
7.529993 0.654572 -0.045248 0.320177 -0.509039 0.599869 -0.455544 0.416552
7.539993 0.654482 -0.045263 0.320010 -0.509072 0.599944 -0.455476 0.416478
