# t x y z qx qy qz qw
6.649994 0.661950 -0.000076 0.334947 -0.527338 0.572131 -0.455884 0.432146
6.659994 0.661680 -0.001053 0.334852 -0.527216 0.572294 -0.455952 0.432008
6.669994 0.662675 0.002551 0.335204 -0.527665 0.571694 -0.455701 0.432519
6.679994 0.662405 0.001573 0.335109 -0.527543 0.571856 -0.455769 0.432380
6.689994 0.662135 0.000596 0.335013 -0.527422 0.572019 -0.455837 0.432242
6.699994 0.661865 -0.000382 0.334917 -0.527300 0.572182 -0.455905 0.432103
6.709994 0.661672 -0.001084 0.334849 -0.527213 0.572299 -0.455953 0.432004
6.719994 0.661672 -0.001084 0.334849 -0.527213 0.572299 -0.455953 0.432004
6.729994 0.661672 -0.001084 0.334849 -0.527213 0.572299 -0.455953 0.432004
6.739994 0.661672 -0.001084 0.334849 -0.527213 0.572299 -0.455953 0.432004
6.749994 0.661337 -0.000881 0.333563 -0.527683 0.572977 -0.455382 0.431131
6.759994 0.660986 -0.000669 0.332214 -0.528177 0.573688 -0.454782 0.430215
6.769994 0.660635 -0.000456 0.330865 -0.528669 0.574398 -0.454180 0.429298
6.779994 0.660284 -0.000244 0.329516 -0.529160 0.575107 -0.453578 0.428380
6.789994 0.660004 -0.000964 0.329126 -0.529181 0.575407 -0.453496 0.428037
6.799994 0.659743 -0.001935 0.328995 -0.529077 0.575597 -0.453554 0.427849
6.809994 0.659483 -0.002906 0.328863 -0.528972 0.575786 -0.453613 0.427661
6.819993 0.659222 -0.003877 0.328732 -0.528868 0.575976 -0.453671 0.427473
6.829993 0.659919 -0.001278 0.329083 -0.529148 0.575468 -0.453515 0.427976
6.839993 0.660007 -0.000950 0.329128 -0.529183 0.575404 -0.453495 0.428039
6.849993 0.659747 -0.001921 0.328996 -0.529078 0.575594 -0.453554 0.427851
6.859993 0.659486 -0.002892 0.328865 -0.528974 0.575784 -0.453612 0.427663
6.869993 0.659226 -0.003863 0.328733 -0.528869 0.575973 -0.453670 0.427475
6.879993 0.659123 -0.004245 0.328682 -0.528828 0.576048 -0.453693 0.427401
6.889993 0.659123 -0.004245 0.328682 -0.528828 0.576048 -0.453693 0.427401
6.899993 0.659123 -0.004245 0.328682 -0.528828 0.576048 -0.453694 0.427401
6.909993 0.659099 -0.004927 0.328605 -0.528482 0.576357 -0.454028 0.427057
6.919993 0.659015 -0.007229 0.328344 -0.527314 0.577399 -0.455152 0.425895
6.929993 0.658932 -0.009530 0.328084 -0.526144 0.578438 -0.456275 0.424730
6.939993 0.658849 -0.011832 0.327823 -0.524971 0.579473 -0.457395 0.423563
6.949993 0.658756 -0.013965 0.327577 -0.523922 0.580407 -0.458384 0.422513
6.959993 0.658584 -0.014837 0.327434 -0.523819 0.580592 -0.458415 0.422352
6.969993 0.658413 -0.015709 0.327291 -0.523717 0.580778 -0.458446 0.422190
6.979993 0.658242 -0.016581 0.327149 -0.523614 0.580964 -0.458477 0.422029
6.989993 0.658070 -0.017453 0.327006 -0.523511 0.581150 -0.458508 0.421867
6.999993 0.658753 -0.013976 0.327575 -0.523921 0.580409 -0.458385 0.422511
7.009993 0.658582 -0.014848 0.327432 -0.523818 0.580595 -0.458416 0.422350
7.019993 0.658411 -0.015720 0.327290 -0.523715 0.580781 -0.458447 0.422188
7.029993 0.658239 -0.016593 0.327147 -0.523612 0.580966 -0.458477 0.422027
7.039993 0.658068 -0.017465 0.327004 -0.523510 0.581152 -0.458508 0.421865
7.049993 0.658062 -0.017496 0.326999 -0.523506 0.581159 -0.458509 0.421859
7.059993 0.658062 -0.017496 0.326999 -0.523506 0.581159 -0.458509 0.421859
7.069993 0.658062 -0.017496 0.326999 -0.523506 0.581159 -0.458509 0.421859
7.079993 0.657807 -0.020217 0.327030 -0.522390 0.582257 -0.458168 0.422100
7.089993 0.657403 -0.024537 0.327078 -0.520615 0.583996 -0.457623 0.422480
7.099993 0.656999 -0.028856 0.327127 -0.518837 0.585732 -0.457076 0.422858
7.109993 0.656595 -0.033176 0.327175 -0.517055 0.587463 -0.456525 0.423232
7.119993 0.656302 -0.035991 0.327156 -0.515999 0.588518 -0.456210 0.423396
7.129993 0.656156 -0.036824 0.327047 -0.515903 0.588684 -0.456206 0.423287
7.139993 0.656010 -0.037657 0.326938 -0.515806 0.588850 -0.456203 0.423177
7.149993 0.655864 -0.038490 0.326828 -0.515709 0.589016 -0.456199 0.423067
7.159993 0.655945 -0.038029 0.326889 -0.515763 0.588924 -0.456201 0.423128
7.169993 0.656305 -0.035972 0.327158 -0.516001 0.588514 -0.456210 0.423399
7.179993 0.656159 -0.036805 0.327049 -0.515905 0.588680 -0.456206 0.423289
7.189993 0.656013 -0.037638 0.326940 -0.515808 0.588846 -0.456203 0.423179
7.199993 0.655867 -0.038471 0.326831 -0.515711 0.589013 -0.456200 0.423069
7.209993 0.655757 -0.039102 0.326748 -0.515638 0.589139 -0.456197 0.422986
7.219993 0.655757 -0.039102 0.326748 -0.515638 0.589139 -0.456197 0.422986
7.229993 0.655757 -0.039102 0.326748 -0.515638 0.589139 -0.456197 0.422986
7.239993 0.655757 -0.039102 0.326748 -0.515638 0.589139 -0.456197 0.422986
7.249993 0.654834 -0.039495 0.326174 -0.515902 0.589562 -0.456594 0.421645
7.259993 0.653863 -0.039907 0.325569 -0.516177 0.590006 -0.457010 0.420233
7.269993 0.652892 -0.040320 0.324965 -0.516452 0.590449 -0.457426 0.418820
7.279993 0.652593 -0.041084 0.324799 -0.516389 0.590690 -0.457496 0.418479
7.289993 0.652448 -0.041928 0.324733 -0.516250 0.590885 -0.457488 0.418385
7.299993 0.652303 -0.042773 0.324667 -0.516110 0.591080 -0.457480 0.418290
7.309993 0.652158 -0.043617 0.324601 -0.515970 0.591275 -0.457472 0.418195
7.319993 0.652317 -0.042693 0.324673 -0.516123 0.591062 -0.457481 0.418299
7.329993 0.652641 -0.040804 0.324821 -0.516436 0.590625 -0.457499 0.418511
7.339993 0.652597 -0.041060 0.324801 -0.516393 0.590684 -0.457497 0.418482
7.349993 0.652452 -0.041904 0.324735 -0.516254 0.590879 -0.457489 0.418387
7.359993 0.652307 -0.042748 0.324669 -0.516114 0.591074 -0.457481 0.418293
7.369993 0.652162 -0.043593 0.324603 -0.515975 0.591269 -0.457473 0.418198
7.379993 0.652106 -0.043915 0.324578 -0.515921 0.591344 -0.457470 0.418162
7.389993 0.652106 -0.043915 0.324578 -0.515921 0.591344 -0.457470 0.418162
7.399993 0.652106 -0.043915 0.324578 -0.515921 0.591344 -0.457470 0.418162
7.409993 0.652135 -0.043738 0.324381 -0.515820 0.591446 -0.457320 0.418306
7.419993 0.652242 -0.043077 0.323646 -0.515441 0.591826 -0.456764 0.418842
7.429993 0.652349 -0.042415 0.322912 -0.515063 0.592206 -0.456207 0.419377
7.439993 0.652438 -0.041876 0.322239 -0.514704 0.592563 -0.455700 0.419864
7.449993 0.652338 -0.042636 0.322225 -0.514565 0.592685 -0.455724 0.419837
7.459993 0.652237 -0.043396 0.322211 -0.514426 0.592807 -0.455747 0.419809
7.469993 0.652137 -0.044155 0.322198 -0.514287 0.592929 -0.455771 0.419782
7.479993 0.652037 -0.044915 0.322184 -0.514148 0.593051 -0.455794 0.419755
7.489993 0.652244 -0.043349 0.322212 -0.514434 0.592800 -0.455746 0.419811
7.499993 0.652433 -0.041911 0.322238 -0.514697 0.592569 -0.455702 0.419863
7.509993 0.652333 -0.042671 0.322224 -0.514558 0.592691 -0.455725 0.419835
7.519993 0.652233 -0.043430 0.322211 -0.514419 0.592813 -0.455749 0.419808
7.529993 0.652133 -0.044190 0.322197 -0.514280 0.592935 -0.455773 0.419781
7.539993 0.652033 -0.044950 0.322183 -0.514141 0.593057 -0.455796 0.419753
